"","precipitation","logETP","wet.fraction","corr.PtoET0.3day","corr.PtoET0.5day","corr.PtoET0.7day","corr.PtoET0.30day","burstiness","memory","nstorms","mean.antecedent","mean.duration","mean.depth","mean.intensity.avg","mean.intensity.max","total.diff.max.avg.intensity","mean.diff.max.avg.intensity","pcnt.stormdepth.depth.over.4.5mm","pcnt.stormdepth.depth.over.5mm","pcnt.stormdepth.depth.over.5.5mm","pcnt.stormdepth.depth.over.6mm","pcnt.stormdepth.depth.over.0.25in","pcnt.stormdepth.depth.over.7mm","pcnt.stormdepth.depth.over.10mm","pcnt.stormdepth.depth.over.0.5in","pcnt.stormdepth.depth.over.1in","pcnt.nstorms.depth.over.4.5mm","pcnt.nstorms.depth.over.5mm","pcnt.nstorms.depth.over.5.5mm","pcnt.nstorms.depth.over.6mm","pcnt.nstorms.depth.over.0.25in","pcnt.nstorms.depth.over.7mm","pcnt.nstorms.depth.over.10mm","pcnt.nstorms.depth.over.0.5in","pcnt.nstorms.depth.over.1in","pcnt.wethours.over.4.5mm","pcnt.wethours.over.5mm","pcnt.wethours.over.5.5mm","pcnt.wethours.over.6mm","pcnt.wethours.over.0.25in","pcnt.wethours.over.7mm","pcnt.wethours.over.10mm","pcnt.wethours.over.0.5in","pcnt.wethours.over.1in","pcnt.rain.depth.over.4.5mm","pcnt.rain.depth.over.5mm","pcnt.rain.depth.over.5.5mm","pcnt.rain.depth.over.6mm","pcnt.rain.depth.over.0.25in","pcnt.rain.depth.over.7mm","pcnt.rain.depth.over.10mm","pcnt.rain.depth.over.0.5in","pcnt.rain.depth.over.1in","pcnt.stormdepth.intensity.over.4.5mm","pcnt.stormdepth.intensity.over.5mm","pcnt.stormdepth.intensity.over.5.5mm","pcnt.stormdepth.intensity.over.6mm","pcnt.stormdepth.intensity.over.0.25in","pcnt.stormdepth.intensity.over.7mm","pcnt.stormdepth.intensity.over.10mm","pcnt.stormdepth.intensity.over.0.5in","pcnt.stormdepth.intensity.over.1in","pcnt.nstorms.intensity.over.4.5mm","pcnt.nstorms.intensity.over.5mm","pcnt.nstorms.intensity.over.5.5mm","pcnt.nstorms.intensity.over.6mm","pcnt.nstorms.intensity.over.0.25in","pcnt.nstorms.intensity.over.7mm","pcnt.nstorms.intensity.over.10mm","pcnt.nstorms.intensity.over.0.5in","pcnt.nstorms.intensity.over.1in","pcnt.50.rain.depth","pcnt.60.rain.depth","pcnt.67.rain.depth","pcnt.70.rain.depth","pcnt.75.rain.depth","pcnt.80.rain.depth","pcnt.85.rain.depth","pcnt.90.rain.depth","pcnt.95.rain.depth","pcnt.50.storm.depth","pcnt.60.storm.depth","pcnt.67.storm.depth","pcnt.70.storm.depth","pcnt.75.storm.depth","pcnt.80.storm.depth","pcnt.85.storm.depth","pcnt.90.storm.depth","pcnt.95.storm.depth"
"mean.antecedent",-0.89332183520796,0.850630302724953,-0.765760186238942,-0.177585982291578,-0.205566643902243,-0.221289216043803,-0.254268165244628,0.783805174227205,0.759372211182737,-0.984297289746203,1,-0.0514047251744496,-0.252180757245642,-0.216218414109374,-0.320608934657358,-0.796912260788881,-0.346235761422653,-0.206709353419413,-0.203048914989693,-0.218919376049024,-0.213753076552897,-0.211058231346105,-0.209251781044861,-0.246371512917566,-0.229363694422572,-0.219126455480359,-0.181511289031378,-0.176154088194263,-0.189534758407287,-0.184250757389908,-0.178646561256091,-0.176705695132773,-0.217444368805174,-0.210142332115062,-0.197575350869443,-0.378253554309294,-0.379554555183739,-0.38095601489777,-0.37913647584036,-0.381137659815439,-0.376662596097236,-0.380203947276586,-0.352262000390681,-0.1858849690342,-0.342956040792206,-0.343483945376861,-0.345360672361065,-0.341838128106102,-0.343252551757938,-0.340088774437783,-0.346730240271118,-0.326338908396413,-0.183939407146291,-0.226180014847694,-0.235915580778584,-0.241379288667402,-0.227659857751189,-0.227836235734889,-0.22901547256852,-0.192173329548635,-0.149171949495119,-0.00993866146045996,-0.16798665595269,-0.18577247962024,-0.195966427424584,-0.191649923922794,-0.192206565875041,-0.203334132836647,-0.182693118746356,-0.146094687542967,-0.00990632922171717,-0.358450206019609,-0.352363092773533,-0.355962306978157,-0.353852755398231,-0.346311498256438,-0.344798355034387,-0.345680629466093,-0.3488051681434,-0.366253575649237,-0.281314197988644,-0.287693656727355,-0.303978978747879,-0.313572196498058,-0.333862556028678,-0.354727632184376,-0.377239891855691,-0.416494911593269,-0.463228901566411
"mean.duration",0.165111766502418,-0.259936038869723,0.532721184952389,-0.37679220969997,-0.355507901431675,-0.343428173725452,-0.295023924457664,-0.108657661171727,-0.0746924348725986,0.00439686072866724,-0.0514047251744496,1,0.422696444149639,-0.516023062343694,-0.339833803067264,-0.156850692114042,-0.203970651906155,0.388600345679598,0.402853423626279,0.401578406045219,0.402483140120868,0.400162762713236,0.397271432740289,0.386112415746883,0.393285739842014,0.382962377398012,0.32236753049819,0.346988898586578,0.345634528484278,0.350870035784263,0.349650406432449,0.353566693234239,0.353910867973628,0.372505867847091,0.390390648468989,-0.422862814221701,-0.420998172782403,-0.414051592571416,-0.413618132660789,-0.408128972914301,-0.402949700358399,-0.347311310550865,-0.32757938644105,-0.19170793937838,-0.442236434762947,-0.434766665148835,-0.422694373400606,-0.418045225103003,-0.410237738373677,-0.398254889735115,-0.328382816080093,-0.301912310335409,-0.182858570496734,-0.400736435055574,-0.345183453734983,-0.274523750673025,-0.243660264307065,-0.218190647651703,-0.169087523524385,-0.0650672326819402,-0.0683101392414552,-0.0715867643195336,-0.276200800811486,-0.229694367584144,-0.17288583217156,-0.154395350525207,-0.136468736626592,-0.108772793582061,-0.0489058972194846,-0.06211607820079,-0.0715270121153322,-0.424991272667379,-0.433660878725755,-0.434511437941091,-0.436891522448455,-0.435256371362751,-0.428351362644968,-0.416316048493558,-0.394466939208435,-0.349079065420453,0.406022629168256,0.399137560558596,0.380103068555216,0.372164493763035,0.367598585212897,0.354807972412801,0.344300893784044,0.326201017296367,0.305175446623108
"mean.depth",0.574477413772593,-0.476532764187818,0.264153081557267,-0.179613488041218,-0.150050027579441,-0.130148615160694,-0.0643486621091399,-0.13689532938871,0.044043121389025,0.238434582956208,-0.252180757245642,0.422696444149639,1,0.316514854401066,0.584231500490336,0.517654511271067,0.657157285941905,0.874309262854023,0.895837819156055,0.916265710921001,0.923755181666293,0.924605341832476,0.933545068088807,0.950108874595454,0.948476340510975,0.896421961332121,0.661440194081353,0.700647421563839,0.72897740465175,0.752108608728176,0.758462422329402,0.782000853583352,0.846673158097736,0.880984764645701,0.909200193905028,0.527261410543216,0.52300116714481,0.521618989683143,0.515731017528194,0.516580974745018,0.512121218838154,0.508168949375824,0.484448067263554,0.253117040007231,0.488981335978718,0.484916488915084,0.483835233825746,0.478583606667422,0.479762925083437,0.476666223426238,0.475377906456042,0.45859774668315,0.247655959816772,0.218005319793221,0.200522332355782,0.201975523546852,0.169009776001881,0.169184273967909,0.154829357354353,0.0846875664009901,0.0563259201674141,0.0504633229609063,0.19956546596695,0.188214587371566,0.193964699323135,0.164251901477003,0.167162163104755,0.156638200772109,0.0949738697890777,0.0617064677501345,0.0505833134160472,0.537663474505116,0.523800086093479,0.516976161805099,0.508431153561246,0.500532287314682,0.495029537949441,0.489243452136409,0.480771431392565,0.476211448367858,0.937890006654357,0.920375830475317,0.905986169394227,0.896414521426359,0.876192338244151,0.857679353370527,0.835374084845154,0.811027825667388,0.78706760051906
"mean.intensity.avg",0.313253670004067,-0.165739209174447,-0.200634012405671,0.210849465219078,0.215927443027917,0.220474394671238,0.23112761197862,-0.0752296359818701,-0.0184497555815062,0.24199086592293,-0.216218414109374,-0.516023062343694,0.316514854401066,1,0.848044954777847,0.548938014660501,0.643446138615279,0.292487011144582,0.289332011509252,0.295486430786299,0.303109003197468,0.304761602412875,0.313113300376684,0.323998189148466,0.306881934892914,0.272929684295808,0.229577200892321,0.233644275040709,0.247028068157244,0.263930304702336,0.267222825528024,0.278212879222836,0.308573290311738,0.305053905219098,0.29066484762989,0.797299451726461,0.79987980571462,0.800601222383499,0.806950176319899,0.804895455799181,0.804848319955399,0.766475108372605,0.730086523792242,0.410203455455124,0.824643391504131,0.821620688866387,0.817118952935494,0.818194821845222,0.813795530248742,0.807113795682255,0.752864627694331,0.710166182655718,0.403853702936009,0.792851574442654,0.752839219780953,0.711708574504042,0.671739738152751,0.653299675741459,0.601484227040215,0.429246634559597,0.368601846336211,0.193281352844615,0.76604805906914,0.720128107437059,0.681265534951568,0.642254215382297,0.625165296453661,0.582824756333862,0.425882807506883,0.366798835635184,0.193293179389627,0.789690995325902,0.800566689393051,0.80635338227125,0.809559285954841,0.814707920646503,0.816019008643069,0.818033822547791,0.812520302256659,0.795101348548013,0.290400765181597,0.283006823955531,0.295053074007633,0.296570673108725,0.286926191674228,0.284573177100536,0.279820403712585,0.277073868403259,0.276709568890728
"mean.intensity.max",0.499675223189192,-0.319052035803288,-0.0576104353129375,0.194692308331348,0.214223558913756,0.2270405426683,0.259190500563391,-0.146120765063381,-0.00770882696842927,0.346807653391407,-0.320608934657358,-0.339833803067264,0.584231500490336,0.848044954777847,1,0.759105835888681,0.941073961677371,0.523254751422419,0.53419302510897,0.548124269207735,0.553448722079712,0.555912359728626,0.566312430441868,0.581034561572916,0.564558744766265,0.51180054389302,0.407873633397648,0.430516039130145,0.452666387909505,0.470351570643945,0.477504950366715,0.49683159966425,0.54335348113696,0.55020586699235,0.536700054444823,0.929559630412904,0.932918535340135,0.935185504188301,0.93739584365597,0.935839755535713,0.935314577924169,0.906758515600163,0.86325200178409,0.446402304730669,0.950001023824128,0.947766528727847,0.944918505414746,0.942376444048118,0.938142718390725,0.930541372764783,0.885400631260406,0.83787936826131,0.438991493231986,0.63356143625854,0.587041688258868,0.539857338977907,0.484249772814986,0.464955182017686,0.41997730325617,0.268291478404453,0.229103820302246,0.141876212577647,0.541257739740234,0.507164688551864,0.473771876013497,0.42690979013874,0.413446248907369,0.384823817742357,0.265748206226031,0.22902559671861,0.141931905673632,0.933520989671906,0.940278191841827,0.944607799856702,0.945879094013067,0.94778529965685,0.948286303045238,0.947195531995407,0.940087414264784,0.918377571257384,0.545301744938823,0.53461974952221,0.538959178193075,0.536176264069759,0.520347852435723,0.513588315583371,0.502555796352208,0.497193664727526,0.493956832010355
"total.diff.max.avg.intensity",0.883904165962654,-0.729510576765046,0.466434296275514,0.269897759113334,0.302025341298264,0.32195766503048,0.368022082838973,-0.584170847514654,-0.487839547610314,0.825321539694353,-0.796912260788881,-0.156850692114042,0.517654511271067,0.548938014660501,0.759105835888681,1,0.797438016259391,0.447246382322672,0.44940762988992,0.472238955576196,0.469139098929768,0.469933403106699,0.472099163021823,0.50671730091817,0.491203279947814,0.458516657515752,0.355660928944384,0.363171241525685,0.389427178693881,0.392846881384525,0.395312973690728,0.402851224324622,0.458189362209399,0.464001583400374,0.459248019192863,0.773031501055477,0.775319033900579,0.778858901912554,0.777232459416437,0.777888016274278,0.776062336559207,0.765239897678789,0.730203921761001,0.378182202685809,0.756803465042711,0.755782932425072,0.756619988632748,0.751199120144077,0.749880960931935,0.744614632247393,0.725509292305966,0.69209506960851,0.371070144388668,0.460721982768639,0.434516324555053,0.400461170402825,0.355209871915635,0.338729305185856,0.304603769746984,0.179249399056353,0.123891629924832,0.0244733598224987,0.340679698561617,0.331473546681206,0.313091623632921,0.28192219311212,0.271269867130479,0.255643145615371,0.171434056655512,0.122360824188265,0.0244489241407495,0.765586037170698,0.764499880990935,0.767352159321528,0.765407119806575,0.759786348218132,0.758162603287507,0.755128010656507,0.749540668692281,0.744587009223882,0.521986193555053,0.518997664925183,0.529516735453445,0.531672862338847,0.533048292532733,0.542608906199404,0.550311871948785,0.57196071459729,0.600506822547493
"mean.diff.max.avg.intensity",0.553160301833742,-0.375085639029507,0.0400941274240865,0.185851244538252,0.21122642799709,0.227723669169501,0.269670839683323,-0.179117198038435,-0.0220617586925005,0.373845395464968,-0.346235761422653,-0.203970651906155,0.657157285941905,0.643446138615279,0.941073961677371,0.797438016259391,1,0.58433036554662,0.598741804056307,0.617477232126125,0.618776019118912,0.620708061993437,0.630324527380595,0.643694981028984,0.630934956298695,0.57772431806712,0.454781671741712,0.4818437954542,0.50796480518819,0.521874994147471,0.529420018065001,0.550456961484387,0.598258957776555,0.610167072023586,0.602979868486304,0.882270822844354,0.885491665885166,0.887644849544101,0.886401291022013,0.884796006292679,0.883806121815004,0.860953600677528,0.815906559878138,0.395267359772563,0.890933310289545,0.889105309566002,0.886711502473024,0.881423812546343,0.877532099367516,0.870119043707533,0.832493772519079,0.785353367935665,0.387020746569556,0.458878791549096,0.410708777739293,0.363394370745268,0.304927299741968,0.284414901129824,0.245298353640867,0.108149549469677,0.0699130518934118,0.0329770289491238,0.339461511246464,0.312128643569741,0.283804485352574,0.236547811217758,0.223778363321895,0.203421101719173,0.106959273295896,0.0710776692146856,0.0330699249323687,0.888396273162907,0.89228745465653,0.894970117376027,0.894108188246365,0.892411020513407,0.89133692682358,0.885106819377185,0.873618991627709,0.851889584352873,0.620161963295082,0.608268445222201,0.606216318603071,0.600386179633388,0.582410389919584,0.574865982662101,0.562910085744902,0.55834630499309,0.556017251570161
"pcnt.stormdepth.depth.over.4.5mm",0.480313062832943,-0.415773887044067,0.213307602330441,-0.18610889695974,-0.155281957738685,-0.136344962381948,-0.0721785281255797,-0.124390525109939,-0.0190153564050567,0.19112010846672,-0.206709353419413,0.388600345679598,0.874309262854023,0.292487011144582,0.523254751422419,0.447246382322672,0.58433036554662,1,0.955219388177152,0.919535231468128,0.898637615209282,0.886107323981062,0.871510627064263,0.814839792931218,0.781477250088937,0.688504275726579,0.922047030244472,0.900889525322952,0.882576721305906,0.87274010462156,0.864389782398241,0.86073680118389,0.838583484331972,0.824218497736855,0.756165577865082,0.456151605562624,0.447581393900302,0.444391335811894,0.437342876717742,0.435793272580243,0.432605610607096,0.422679732967711,0.404597324547756,0.20188129239792,0.413288146170159,0.404587529676305,0.402099314546417,0.396202366794377,0.3954490597227,0.394193423568602,0.389157479486775,0.377173969622706,0.196993328100468,0.198461222421621,0.176378601041452,0.180301420330763,0.146113279533622,0.14333161439401,0.121830343389142,0.0489351901540451,0.032741997195316,0.04893331732405,0.191498210720401,0.171325224498125,0.176649037210401,0.143823676961515,0.143164935082814,0.123122956066182,0.0577899470650897,0.0371258701683145,0.0490770239027106,0.462742569919,0.448332127329047,0.438987989272442,0.429192732159175,0.418806388047089,0.410211806799067,0.402190798347309,0.394563851600536,0.388433135581453,0.744430915360553,0.716691086661008,0.698189609670428,0.688419954589039,0.67055292134322,0.655764839941403,0.642095708609021,0.624802062171434,0.610894921048991
"pcnt.stormdepth.depth.over.5mm",0.483003993115952,-0.418633955520139,0.212323375743709,-0.189720238953948,-0.158661036954221,-0.139682134354131,-0.0750244277276112,-0.115068061374678,-0.0027609252081459,0.185914489844118,-0.203048914989693,0.402853423626279,0.895837819156055,0.289332011509252,0.53419302510897,0.44940762988992,0.598741804056307,0.955219388177152,1,0.959549172296876,0.934462316383913,0.91988399472695,0.900771639108394,0.844075082049556,0.805636441180322,0.709527887153314,0.843760588626176,0.925137710589191,0.905149440132702,0.894832870049094,0.885864253580693,0.878360424736488,0.860095414825027,0.841825142911788,0.775638632276131,0.462577173871005,0.458225004559089,0.454782537699428,0.446267310718771,0.444952481327064,0.44070926609219,0.43374759813811,0.410446994140838,0.208190097686812,0.420641559657234,0.416605110920364,0.414146698624842,0.406927114164057,0.406291087512084,0.404146867992362,0.401007264052021,0.384356882607073,0.203840083109645,0.191545591118949,0.194166027948617,0.195066424831745,0.156626224970638,0.1528038000642,0.134519385180486,0.0611289114425973,0.0382434006545224,0.0568303570356417,0.181225304613532,0.190783810426359,0.193186074740396,0.157233729475583,0.155771003426072,0.137863004736187,0.0706201171440864,0.0428663251578536,0.0569686776108999,0.47129546790172,0.457009844505809,0.448170438393512,0.438827478051462,0.42877992651128,0.419373066178049,0.411111660993858,0.406364046655551,0.400031502899031,0.765416135564845,0.738223385870652,0.719446839968446,0.710376361867122,0.692013498182687,0.676382107899572,0.659909860841213,0.642114294467178,0.626510706474098
"pcnt.stormdepth.depth.over.5.5mm",0.507815280735729,-0.440483043246579,0.223288064693148,-0.182741514335994,-0.152694928111111,-0.133622414719558,-0.0653273103838753,-0.11964852403847,-0.00357946443649191,0.203733134511087,-0.218919376049024,0.401578406045219,0.916265710921001,0.295486430786299,0.548124269207735,0.472238955576196,0.617477232126125,0.919535231468128,0.959549172296876,1,0.972822008365199,0.95705052687706,0.936519388331827,0.869766862235031,0.835621184567037,0.737924227251198,0.783208983417051,0.855135994717164,0.921144651670833,0.911589965980752,0.902488931551646,0.898762136920191,0.875639443049929,0.864883796182198,0.802389997089407,0.481384740122083,0.477229001154801,0.475020319237888,0.465154141446577,0.463275176754111,0.458166940917901,0.454597732936769,0.429117065545016,0.220870963948846,0.438681231677105,0.434685378064778,0.433235149103766,0.424684336123555,0.423415046288507,0.420253584645708,0.420874188584154,0.401873813502403,0.215755032004379,0.194433384118372,0.189512105023028,0.194662101794261,0.157765516762027,0.154891237842321,0.134041901667444,0.0649635157871974,0.0394590137939481,0.061016245465909,0.177536315319279,0.178015388923532,0.189086883704537,0.154325071276006,0.154570352062929,0.135769464045363,0.075036647033238,0.0442731414809603,0.0611612287434445,0.49182787439419,0.477493993777754,0.468638826474182,0.459153567766906,0.448354772919073,0.439224232705591,0.430848515288709,0.421880349871213,0.41889239060146,0.79322723043381,0.764882215056029,0.746738899928984,0.736751793933513,0.716984448830254,0.699495422944968,0.680799111594539,0.662063165730912,0.644971138321379
"pcnt.stormdepth.depth.over.6mm",0.506692092239299,-0.435253744352901,0.218154448303365,-0.177372691800349,-0.148614445921476,-0.12998729690317,-0.0625390250397265,-0.117669723151192,0.0109518189211855,0.198456099385679,-0.213753076552897,0.402483140120868,0.923755181666293,0.303109003197468,0.553448722079712,0.469139098929768,0.618776019118912,0.898637615209282,0.934462316383913,0.972822008365199,1,0.984547956755367,0.95987071713991,0.885505119105391,0.850463001070916,0.747556197208858,0.744150537080263,0.809886481297821,0.869503838304098,0.924081528192035,0.917010264687497,0.910461114654513,0.886980127466552,0.876529076619439,0.809724451474716,0.483611977298903,0.479468733052554,0.477626301506347,0.469696290583271,0.468359509235307,0.462828000412477,0.461528201550601,0.433042736891056,0.219560866106385,0.442261805153939,0.438267233273207,0.437453457584068,0.430513761832573,0.429479564442143,0.42588448385785,0.427931062795082,0.406389187724401,0.214515957070987,0.198448638069225,0.190791142985951,0.19394442771526,0.166650186385975,0.164373025324094,0.14513686785785,0.0758252983183186,0.0479386553092188,0.062968348147382,0.181945860844856,0.176043746144642,0.18549304750495,0.162795877398425,0.164896618043392,0.14669286621026,0.0856699503852565,0.0526362601561565,0.0630840345843062,0.4939435788166,0.479036660965559,0.471444114852781,0.462118866389677,0.451735085474891,0.443458712418052,0.434478987107648,0.425974289609309,0.423424388075244,0.804667194705242,0.773512561588026,0.755677462242615,0.745339284512136,0.722806279997222,0.706563282889583,0.68761671913059,0.667709224063901,0.650079898497853
"pcnt.stormdepth.depth.over.0.25in",0.507348316219153,-0.434585652135862,0.215734668025323,-0.180051012729365,-0.15167933190447,-0.133482183582312,-0.0687645049697343,-0.120142920891858,0.0183017436332021,0.196845169077791,-0.211058231346105,0.400162762713236,0.924605341832476,0.304761602412875,0.555912359728626,0.469933403106699,0.620708061993437,0.886107323981062,0.91988399472695,0.95705052687706,0.984547956755367,1,0.971985966229525,0.892327026001046,0.859496793608942,0.748463873228113,0.723499801683304,0.785156065255872,0.842699142038637,0.896085557713017,0.925398574077743,0.91689403343773,0.889909552153273,0.883820603860668,0.811010816543787,0.486339977253133,0.481669134477709,0.480137093486181,0.471421962677492,0.470787174905109,0.464845570811417,0.46314221588108,0.436292843035273,0.219919007724771,0.444885833556245,0.440512925073057,0.440094277932232,0.432598886474784,0.432391440868223,0.428607097582381,0.429634445242062,0.409639108717006,0.215197370810126,0.196097191641273,0.185821672800672,0.189711572243829,0.163073500391423,0.163242765888274,0.148512514599274,0.0757127563671798,0.0499974001556687,0.0597120752470958,0.177455067640649,0.167552977257824,0.178515516731451,0.157331746029687,0.163226577894758,0.149143332626566,0.0850131228566596,0.0545899946106877,0.0598475082175937,0.496966581891508,0.482469602062037,0.474964089660858,0.465140672276826,0.454110356708067,0.445865476172633,0.436387840238419,0.427817921872572,0.426442515255825,0.806355765697268,0.775544421140808,0.757891703528357,0.747252392948602,0.725298979718525,0.708509857569895,0.68855482251381,0.667612628585162,0.648855899704542
"pcnt.stormdepth.depth.over.7mm",0.507924562115197,-0.42899449701865,0.213332418964343,-0.182311166696407,-0.154105096789239,-0.13600998401076,-0.0721875538801819,-0.111410646425449,0.030950656497782,0.194040101887145,-0.209251781044861,0.397271432740289,0.933545068088807,0.313113300376684,0.566312430441868,0.472099163021823,0.630324527380595,0.871510627064263,0.900771639108394,0.936519388331827,0.95987071713991,0.971985966229525,1,0.91280275067461,0.875655011041196,0.762443501039512,0.694325113820223,0.749411011176294,0.800917732090921,0.847210447074074,0.871697284511491,0.92770050122247,0.901682490018161,0.892934843629723,0.822009936591809,0.495765565347686,0.491141303601557,0.488513880649959,0.480530969803656,0.480050309503625,0.477303475801156,0.471307318546039,0.44748993516255,0.22361611296118,0.456648026251055,0.452044784596806,0.45081363231793,0.443878679280576,0.443930908906861,0.442216944577662,0.439412558306941,0.422204383863651,0.218836048197594,0.199751129591234,0.184232838411676,0.19017160609394,0.164228188782503,0.16365575704581,0.161580651436102,0.0913726033632129,0.0624175254524048,0.0626577188189423,0.181970097933363,0.167714054114619,0.178704687507443,0.156470562437517,0.16119754971954,0.163841957777887,0.101231916302823,0.0671818132118097,0.0627736465370487,0.507575737882283,0.492551750724974,0.4861504785146,0.476264599076368,0.465988959228633,0.459612938141919,0.451067453114019,0.441599712702876,0.441744167714219,0.820260760487254,0.790098306860637,0.771416495745167,0.760176122314423,0.739143079460903,0.722004384893225,0.702069901686648,0.680695217638981,0.660978971352777
"pcnt.stormdepth.depth.over.10mm",0.551368361668171,-0.4643891228756,0.248328384473487,-0.163713672423563,-0.135202468893116,-0.11612591686187,-0.0517109731687898,-0.140825189281283,0.0281204201698271,0.232392793578099,-0.246371512917566,0.386112415746883,0.950108874595454,0.323998189148466,0.581034561572916,0.50671730091817,0.643694981028984,0.814839792931218,0.844075082049556,0.869766862235031,0.885505119105391,0.892327026001046,0.91280275067461,1,0.946005722359754,0.815649735954719,0.598288869374771,0.644371669126468,0.679130234894434,0.711875647217133,0.72610526936361,0.765629086518648,0.930883942229975,0.920885391819475,0.8602782879767,0.52033962438037,0.516743047174745,0.516443678057036,0.510987540401252,0.511250133694596,0.505809695920296,0.498661412291169,0.473796520101294,0.235631072812158,0.483234073169572,0.479614201415707,0.479463805325572,0.473873292325927,0.47453770311527,0.470467343923935,0.466089731221156,0.4485461683238,0.230021058377383,0.21545782920078,0.198227330692872,0.200852890090306,0.166870530556554,0.165526707815913,0.153587402174207,0.104898000871522,0.0695184764164437,0.0556005226507866,0.192030652521036,0.179113110018343,0.187632871339805,0.157521427244125,0.159714473335953,0.152000134231692,0.115667456820337,0.0744531643730686,0.0557035920022684,0.530931353182317,0.51620048700104,0.509545473984212,0.501456244801565,0.495063571613101,0.490376408193768,0.484403586513398,0.475951649497458,0.472352552969989,0.879925050676091,0.845696782609662,0.824429934951601,0.811800716015399,0.789937856332355,0.771015227077107,0.747797386619065,0.72659356724419,0.710150036000167
"pcnt.stormdepth.depth.over.0.5in",0.538249098980909,-0.443152637098166,0.234284900103721,-0.176842232810753,-0.149872953476147,-0.130889532224339,-0.0672475509711686,-0.126718747849685,0.0649301797576605,0.219091120359534,-0.229363694422572,0.393285739842014,0.948476340510975,0.306881934892914,0.564558744766265,0.491203279947814,0.630934956298695,0.781477250088937,0.805636441180322,0.835621184567037,0.850463001070916,0.859496793608942,0.875655011041196,0.946005722359754,1,0.853229551670261,0.545101263836142,0.583440906214473,0.619188673880281,0.648922508126557,0.664106369213791,0.694941685553001,0.822969796139577,0.935973633494433,0.884105686406384,0.513577306089589,0.509263528643425,0.509826273690916,0.504843782777048,0.506023638556756,0.50030079303449,0.495792322725199,0.472745608218479,0.242035103559995,0.477676635932843,0.473753245254999,0.473798129289346,0.468903707528133,0.470228793398146,0.465977215959597,0.463649421760268,0.447295009492569,0.236193055631081,0.203455950676755,0.184745447720215,0.189761057807886,0.158837294686472,0.162293935309407,0.151265470645212,0.0911960998149038,0.0787154921961185,0.0524475333129232,0.1781902952143,0.162923716523645,0.173764612243259,0.147535814690577,0.154703666933457,0.148779165451994,0.0993687383256015,0.083737001519832,0.0525807868506994,0.524635758047037,0.511630795920138,0.504515187119123,0.497289621557819,0.491330200288261,0.486762503322682,0.480243220584965,0.470138376138497,0.46623228216576,0.918180836300197,0.87989962162417,0.859538201501173,0.844295552691438,0.815371076858456,0.791287075506634,0.764116154088871,0.737616411359848,0.717474306176527
"pcnt.stormdepth.depth.over.1in",0.519589029282466,-0.41536213087,0.242832167569635,-0.148335142199693,-0.121764175278341,-0.104449738126415,-0.0512167759933384,-0.111298707029293,0.107093870325441,0.210514352811022,-0.219126455480359,0.382962377398012,0.896421961332121,0.272929684295808,0.51180054389302,0.458516657515752,0.57772431806712,0.688504275726579,0.709527887153314,0.737924227251198,0.747556197208858,0.748463873228113,0.762443501039512,0.815649735954719,0.853229551670261,1,0.442337197477268,0.472402191368712,0.500209961840671,0.520386173215959,0.522543340604071,0.543662931324646,0.62081937448737,0.686006198906265,0.953864476564631,0.476222469646821,0.472265285637909,0.470179585785955,0.468674176902629,0.471017935226422,0.468134859441604,0.462972805510685,0.452606519041618,0.245211215674803,0.451366779302918,0.447497608959345,0.445073958352891,0.443849006536735,0.446354790324488,0.444579689397948,0.441092328474706,0.43621367508671,0.240283948785212,0.189432379511109,0.167184170664904,0.171225123894775,0.150800363630832,0.156543852646992,0.139403122950161,0.077501839358992,0.0549791407476135,0.040810256603846,0.175841031975334,0.165166862203458,0.171671928849524,0.151159552891773,0.158228441730725,0.14321833060552,0.0862703779818289,0.0594613480454826,0.040904654104845,0.485719743805691,0.479130948334608,0.474889556255458,0.470275048983315,0.464837410717524,0.461657028396332,0.459466423139154,0.451117298357438,0.449267725249386,0.927107596817969,0.954126166131463,0.948570002597679,0.940554753783667,0.917646584668092,0.887411765926324,0.854011336164317,0.816866664133701,0.779584164345384
