"","precipitation","logETP","wet.fraction","corr.PtoET0.3day","corr.PtoET0.5day","corr.PtoET0.7day","corr.PtoET0.30day","burstiness","memory","nstorms","mean.antecedent","mean.duration","mean.depth","mean.intensity.avg","mean.intensity.max","total.diff.max.avg.intensity","mean.diff.max.avg.intensity","pcnt.stormdepth.depth.over.4.5mm","pcnt.stormdepth.depth.over.5mm","pcnt.stormdepth.depth.over.5.5mm","pcnt.stormdepth.depth.over.6mm","pcnt.stormdepth.depth.over.0.25in","pcnt.stormdepth.depth.over.7mm","pcnt.stormdepth.depth.over.10mm","pcnt.stormdepth.depth.over.0.5in","pcnt.stormdepth.depth.over.1in","pcnt.nstorms.depth.over.4.5mm","pcnt.nstorms.depth.over.5mm","pcnt.nstorms.depth.over.5.5mm","pcnt.nstorms.depth.over.6mm","pcnt.nstorms.depth.over.0.25in","pcnt.nstorms.depth.over.7mm","pcnt.nstorms.depth.over.10mm","pcnt.nstorms.depth.over.0.5in","pcnt.nstorms.depth.over.1in","pcnt.wethours.over.4.5mm","pcnt.wethours.over.5mm","pcnt.wethours.over.5.5mm","pcnt.wethours.over.6mm","pcnt.wethours.over.0.25in","pcnt.wethours.over.7mm","pcnt.wethours.over.10mm","pcnt.wethours.over.0.5in","pcnt.wethours.over.1in","pcnt.rain.depth.over.4.5mm","pcnt.rain.depth.over.5mm","pcnt.rain.depth.over.5.5mm","pcnt.rain.depth.over.6mm","pcnt.rain.depth.over.0.25in","pcnt.rain.depth.over.7mm","pcnt.rain.depth.over.10mm","pcnt.rain.depth.over.0.5in","pcnt.rain.depth.over.1in","pcnt.stormdepth.intensity.over.4.5mm","pcnt.stormdepth.intensity.over.5mm","pcnt.stormdepth.intensity.over.5.5mm","pcnt.stormdepth.intensity.over.6mm","pcnt.stormdepth.intensity.over.0.25in","pcnt.stormdepth.intensity.over.7mm","pcnt.stormdepth.intensity.over.10mm","pcnt.stormdepth.intensity.over.0.5in","pcnt.stormdepth.intensity.over.1in","pcnt.nstorms.intensity.over.4.5mm","pcnt.nstorms.intensity.over.5mm","pcnt.nstorms.intensity.over.5.5mm","pcnt.nstorms.intensity.over.6mm","pcnt.nstorms.intensity.over.0.25in","pcnt.nstorms.intensity.over.7mm","pcnt.nstorms.intensity.over.10mm","pcnt.nstorms.intensity.over.0.5in","pcnt.nstorms.intensity.over.1in","pcnt.50.rain.depth","pcnt.60.rain.depth","pcnt.67.rain.depth","pcnt.70.rain.depth","pcnt.75.rain.depth","pcnt.80.rain.depth","pcnt.85.rain.depth","pcnt.90.rain.depth","pcnt.95.rain.depth","pcnt.50.storm.depth","pcnt.60.storm.depth","pcnt.67.storm.depth","pcnt.70.storm.depth","pcnt.75.storm.depth","pcnt.80.storm.depth","pcnt.85.storm.depth","pcnt.90.storm.depth","pcnt.95.storm.depth"
"pcnt.nstorms.depth.over.4.5mm",0.368319774011767,-0.343929830457408,0.182414174273771,-0.159396361933118,-0.129564243470275,-0.113043968948255,-0.0592367754276205,-0.13138751853885,-0.0957834301534544,0.164999760040789,-0.181511289031378,0.32236753049819,0.661440194081353,0.229577200892321,0.407873633397648,0.355660928944384,0.454781671741712,0.922047030244472,0.843760588626176,0.783208983417051,0.744150537080263,0.723499801683304,0.694325113820223,0.598288869374771,0.545101263836142,0.442337197477268,1,0.933809912861608,0.88562727840172,0.848763523507872,0.827639506870926,0.802038696605106,0.715264870355593,0.664217165346677,0.540364209961095,0.346103883276842,0.336059959110307,0.332624223796839,0.324301882154898,0.32138975900535,0.317421580066331,0.308265192309793,0.287475259175116,0.132659748347787,0.30241655155379,0.292821557696463,0.289828470457583,0.282974058116042,0.281024270250993,0.279509943361477,0.276570335874992,0.261918097973638,0.129050129666173,0.153855128957872,0.142319816025129,0.145737421768272,0.112348601377645,0.109726141400527,0.0879309298196479,0.0251949667424509,0.0173510673887569,0.0407775309261511,0.156875069415473,0.143996831502951,0.148343792326686,0.11371791531649,0.112146797121114,0.0893004346269864,0.0316092852134214,0.0204028277573256,0.0409052484083381,0.349806364390212,0.335012170794255,0.326302058350657,0.315772456785286,0.304240695376674,0.294161201476206,0.285818179631523,0.278644667603823,0.272907948580448,0.499142565005186,0.471723911127582,0.454441492094047,0.446923112144359,0.433779171609728,0.424891669767417,0.418764643449268,0.409624221303039,0.404824660953119
"pcnt.nstorms.depth.over.5mm",0.374698445329464,-0.350954642427738,0.180424128867913,-0.166290129245936,-0.135713864482417,-0.118922564548569,-0.0629737470767367,-0.120341580557171,-0.0790323305930828,0.157435359433962,-0.176154088194263,0.346988898586578,0.700647421563839,0.233644275040709,0.430516039130145,0.363171241525685,0.4818437954542,0.900889525322952,0.925137710589191,0.855135994717164,0.809886481297821,0.785156065255872,0.749411011176294,0.644371669126468,0.583440906214473,0.472402191368712,0.933809912861608,1,0.945689639625646,0.906484409192527,0.882532647516208,0.85104658367574,0.760288792530752,0.701667866813243,0.573318374601158,0.358559498433765,0.354059968302331,0.350965301067103,0.340785367153265,0.337718648508709,0.332424673675519,0.326360201514258,0.300271551941016,0.14274971795918,0.316560010536311,0.312600719317714,0.310304540109199,0.301690503822089,0.299522065242274,0.296953060979739,0.295706467968315,0.276241429615371,0.1397115059446,0.150992944522864,0.166986171724595,0.169205089698278,0.130434430082252,0.126392397120974,0.107007432033689,0.0423730366579,0.0259863099609956,0.0519550206497875,0.152009688436471,0.172278545408602,0.174876310729038,0.136265782220827,0.133640899312738,0.111892438664974,0.0497702424129691,0.0293897366926479,0.0520992477985405,0.365449614089631,0.350618153050814,0.342153329659862,0.332190347423564,0.32146475139049,0.310792684545442,0.302167411479084,0.298457628371124,0.292600018901944,0.531265770644348,0.503085863414392,0.484241198554659,0.476713320159136,0.462531490813142,0.452161110369144,0.443520318344299,0.433274777669549,0.426205919020653
"pcnt.nstorms.depth.over.5.5mm",0.401286255254428,-0.375715080614429,0.184262432661848,-0.166245754919715,-0.137040273191342,-0.119964167520876,-0.0587468659583447,-0.119456868584548,-0.0774092153936932,0.172588994078954,-0.189534758407287,0.345634528484278,0.72897740465175,0.247028068157244,0.452666387909505,0.389427178693881,0.50796480518819,0.882576721305906,0.905149440132702,0.921144651670833,0.869503838304098,0.842699142038637,0.800917732090921,0.679130234894434,0.619188673880281,0.500209961840671,0.88562727840172,0.945689639625646,1,0.956627186412424,0.932323554804156,0.898079837970562,0.793007391941604,0.73806439693158,0.604718348393553,0.383777107037809,0.379705924650252,0.379158459529679,0.367326185296925,0.363948288225146,0.358107490283043,0.352659501581917,0.323404419377983,0.159415528975273,0.340901338818458,0.337330272356156,0.337050181237288,0.326886638895654,0.324209609717365,0.320822270814601,0.319867856228733,0.297049547320024,0.15521862334145,0.159336857960394,0.166910170801549,0.173669215190618,0.136787976937846,0.133360825858262,0.109488240317558,0.0448994543889728,0.0260643809484915,0.0601519264940504,0.151332171205029,0.161514653056041,0.174205135137905,0.136805082420225,0.135796880304911,0.111949103324308,0.0530924035282558,0.0296956684137803,0.0603121599372673,0.391266705758541,0.37604247824368,0.367004700501129,0.357239866788029,0.3452335009548,0.334267608999367,0.325796750493719,0.318142533585918,0.315630161270505,0.561154998743854,0.529351780251422,0.510348501236319,0.50203964192331,0.486445470015444,0.473957791478138,0.462711498233635,0.451985827313646,0.444024145457573
"pcnt.nstorms.depth.over.6mm",0.405760234058475,-0.375017811054149,0.177220143127002,-0.159894898314542,-0.132088692850302,-0.115517079718131,-0.0549759488646765,-0.117842429451725,-0.06085002981565,0.167507246083162,-0.184250757389908,0.350870035784263,0.752108608728176,0.263930304702336,0.470351570643945,0.392846881384525,0.521874994147471,0.87274010462156,0.894832870049094,0.911589965980752,0.924081528192035,0.896085557713017,0.847210447074074,0.711875647217133,0.648922508126557,0.520386173215959,0.848763523507872,0.906484409192527,0.956627186412424,1,0.975625800836575,0.935644388342764,0.824780290849232,0.769403180841963,0.627065386775573,0.395030000549131,0.391222804158026,0.391393527235329,0.381851107650225,0.37943297622134,0.372428430011608,0.370441218143155,0.336728109704336,0.164427899817629,0.353306465077998,0.3500517633774,0.350889062477091,0.342574857895129,0.340496928494422,0.335982273130467,0.337469737467798,0.31070848019567,0.16033456041099,0.169326018970091,0.174014739574044,0.177666927286174,0.152047593002522,0.146965398819774,0.124647798220926,0.0560140339928663,0.0322830082783713,0.0637691864001703,0.160288057591499,0.163856469355137,0.17420563747678,0.150999630274637,0.149860268643244,0.126677190924751,0.0637333698369892,0.0357021137777447,0.0638984725049754,0.40265641324985,0.386471992279514,0.378279005223412,0.368651533797455,0.357219403341016,0.347307140806727,0.337428124971191,0.331219564014517,0.330244909705381,0.583548804660143,0.547530798874152,0.528686457332642,0.519595135524815,0.499962165849473,0.488360668467144,0.476226186856321,0.463200860728316,0.454487999520954
"pcnt.nstorms.depth.over.0.25in",0.407191894165132,-0.374215595646146,0.172391641385496,-0.163061192507255,-0.135566591375687,-0.119506964579329,-0.0613950612939535,-0.117165039747432,-0.0512639046768915,0.163987735112344,-0.178646561256091,0.349650406432449,0.758462422329402,0.267222825528024,0.477504950366715,0.395312973690728,0.529420018065001,0.864389782398241,0.885864253580693,0.902488931551646,0.917010264687497,0.925398574077743,0.871697284511491,0.72610526936361,0.664106369213791,0.522543340604071,0.827639506870926,0.882532647516208,0.932323554804156,0.975625800836575,1,0.957011483745101,0.837916989561509,0.785589267362743,0.631703199885609,0.401854288457674,0.39715668522618,0.397409005115774,0.386761418986052,0.384995930702386,0.377628216649138,0.376162020016671,0.343444606579277,0.162800675778461,0.36000723652294,0.355960929999042,0.357016581455968,0.347854137432122,0.346536452473857,0.34193843977547,0.343073923031996,0.317056449934261,0.159059312367348,0.16798357897694,0.170195276485566,0.174661087605864,0.14793055835204,0.146560043921446,0.127855348719879,0.0547448208552312,0.0328720799017168,0.06129883630586,0.15571452957264,0.155358416646483,0.166900854567024,0.143751880221277,0.148288995297477,0.12855115153087,0.0620722309502875,0.0361333791705378,0.0614509048506885,0.410359221471744,0.394491923019371,0.386457970630873,0.375936832659473,0.36321407773853,0.352895662718562,0.34285451943181,0.336455708870098,0.336579534192833,0.588315898875963,0.551532845714997,0.532249805462743,0.522660968935839,0.50415390944892,0.49250641253248,0.47958282020119,0.465792835530634,0.455309388882244
"pcnt.nstorms.depth.over.7mm",0.412581685900264,-0.371809483201159,0.170811413853764,-0.168360969384656,-0.140646028607095,-0.124443022195153,-0.0657917806043933,-0.10827481802432,-0.0372326869594468,0.160887013582219,-0.176705695132773,0.353566693234239,0.782000853583352,0.278212879222836,0.49683159966425,0.402851224324622,0.550456961484387,0.86073680118389,0.878360424736488,0.898762136920191,0.910461114654513,0.91689403343773,0.92770050122247,0.765629086518648,0.694941685553001,0.543662931324646,0.802038696605106,0.85104658367574,0.898079837970562,0.935644388342764,0.957011483745101,1,0.873934186497835,0.814378147679953,0.653541444865164,0.418177330346286,0.412561845372463,0.411534723059054,0.401558464396384,0.399793792767842,0.395496667221418,0.389916129054292,0.360749148133134,0.170153556023134,0.376912876159302,0.371822190560482,0.372065258678552,0.363392205810784,0.362237681419189,0.359718499303054,0.35843781637581,0.335757312331137,0.166366350372028,0.168473875634673,0.165077270285992,0.173701773058367,0.147719794965323,0.145051352503504,0.143548638204192,0.074988292078281,0.0483485477921763,0.0638742227620824,0.157910854258232,0.152001777837166,0.165668696643002,0.141274297624172,0.144268941849568,0.14654904118746,0.083088587529771,0.0518089650774681,0.0640064948661137,0.429454743461576,0.41247202513741,0.405353075569661,0.394513720164284,0.382182202401907,0.373593008882219,0.363622068890134,0.355771800969667,0.357526554264782,0.612334618409327,0.574259881486759,0.553340474007805,0.543033467597473,0.524418265365374,0.512361235495637,0.498947759212658,0.484374658317666,0.472836958164608
"pcnt.nstorms.depth.over.10mm",0.476836331203198,-0.423505866267712,0.210340609068014,-0.157531295015029,-0.128111495650825,-0.110141745592811,-0.0494254788409,-0.140310182071969,-0.0367755847470974,0.200831746964466,-0.217444368805174,0.353910867973628,0.846673158097736,0.308573290311738,0.54335348113696,0.458189362209399,0.598258957776555,0.838583484331972,0.860095414825027,0.875639443049929,0.886980127466552,0.889909552153273,0.901682490018161,0.930883942229975,0.822969796139577,0.62081937448737,0.715264870355593,0.760288792530752,0.793007391941604,0.824780290849232,0.837916989561509,0.873934186497835,1,0.919664162240716,0.73091394987718,0.468208932381845,0.463169154896249,0.462588287675866,0.453752897106293,0.452861043553885,0.446319457855317,0.438842144191726,0.408004174966324,0.185416328834337,0.426247793624174,0.421406802287592,0.421524307104685,0.41315740122323,0.412774411222976,0.408176808025252,0.404464865903476,0.3808319196473,0.180461746929964,0.193275310089278,0.181012794435143,0.185007387598675,0.150381448629045,0.148123023635848,0.134916229428,0.0967352615527155,0.0591869116547908,0.0562083358464075,0.174848045699782,0.16241377852869,0.172370640796361,0.140568909791698,0.142883302372707,0.133060822533938,0.107285631442603,0.0633695602376644,0.056320868087534,0.478780912304244,0.461436571661157,0.453990406135149,0.444346501701364,0.435056079025351,0.427283447891957,0.418655112195813,0.410016758384616,0.40835317457249,0.709091527269244,0.658215508514529,0.630566272441249,0.616042915635032,0.593375500041876,0.576700562582995,0.557917682469014,0.541881445759449,0.53407017238428
"pcnt.nstorms.depth.over.0.5in",0.485331121780783,-0.420838253922059,0.203828803294157,-0.178566432434505,-0.150069942295448,-0.13136055445762,-0.0670650277460393,-0.132434852132122,-0.00221220036252005,0.196963138822261,-0.210142332115062,0.372505867847091,0.880984764645701,0.305053905219098,0.55020586699235,0.464001583400374,0.610167072023586,0.824218497736855,0.841825142911788,0.864883796182198,0.876529076619439,0.883820603860668,0.892934843629723,0.920885391819475,0.935973633494433,0.686006198906265,0.664217165346677,0.701667866813243,0.73806439693158,0.769403180841963,0.785589267362743,0.814378147679953,0.919664162240716,1,0.791766206245747,0.482483239716538,0.4769380293686,0.477849670131133,0.469847981302302,0.469918714583572,0.463195134364193,0.459498461326816,0.429226933623086,0.201556485967753,0.440852124791287,0.435648553394209,0.436297025057962,0.428642022399807,0.429066111855118,0.42435963908453,0.42347720332547,0.400651628416998,0.195970729270934,0.191315675229992,0.175095843921093,0.183605133814692,0.14993441397548,0.151623774708805,0.141839693825105,0.0911902458518767,0.08031813486593,0.0537279856008,0.166858045781605,0.149379299941699,0.164792119895843,0.136021306363434,0.142919402852113,0.138092995266393,0.0992753264716666,0.084949014967576,0.0538727845854504,0.493634810433368,0.477806703327727,0.46945767564694,0.460316287320413,0.451495034707338,0.444000777917481,0.434921483205349,0.425176334191703,0.423189422661717,0.78302259515344,0.722441134004342,0.693033315109512,0.673433469373429,0.640515827970964,0.616100710069902,0.591059922012701,0.568406227583121,0.557082271886052
"pcnt.nstorms.depth.over.1in",0.498458744000725,-0.41306853917582,0.219932421923552,-0.156849052511336,-0.127726417428998,-0.109289946686775,-0.0480465374674034,-0.113581014240844,0.0764981787737379,0.188899734598352,-0.197575350869443,0.390390648468989,0.909200193905028,0.29066484762989,0.536700054444823,0.459248019192863,0.602979868486304,0.756165577865082,0.775638632276131,0.802389997089407,0.809724451474716,0.811010816543787,0.822009936591809,0.8602782879767,0.884105686406384,0.953864476564631,0.540364209961095,0.573318374601158,0.604718348393553,0.627065386775573,0.631703199885609,0.653541444865164,0.73091394987718,0.791766206245747,1,0.480885405968076,0.475921718602525,0.475421503035304,0.472715269439285,0.474289842490456,0.470492739147271,0.46384863567542,0.446964322874179,0.219616325161525,0.450638353483009,0.445544818560819,0.444324425225439,0.441761541135501,0.443752587479501,0.441200340257395,0.436640319587535,0.426085404028992,0.214639051989941,0.193059591491094,0.170275879213269,0.174335307919043,0.150728523255615,0.153004491469204,0.133641564830967,0.0724962245570392,0.0511189957240031,0.0490228885481583,0.17771225834432,0.162635374885341,0.170243282565613,0.146794692848591,0.152369418789729,0.135794313672343,0.0812326339319962,0.0554241568585686,0.0491315086288228,0.492061727162519,0.483527356619447,0.476828248775245,0.469939114975419,0.463616962247255,0.457495684218549,0.45377806071253,0.444199825218444,0.443665538959511,0.915332735854148,0.907350927978928,0.881287763805013,0.861167269533595,0.819370813593242,0.775102133201655,0.730912726541402,0.687858347776754,0.652994677398539
"pcnt.wethours.over.4.5mm",0.522496903374282,-0.350252535100801,-0.0707682264922793,0.19375557304221,0.212855871053217,0.225503794860931,0.254232701820875,-0.191491224267944,-0.0445272952707532,0.409417128237744,-0.378253554309294,-0.422862814221701,0.527261410543216,0.797299451726461,0.929559630412904,0.773031501055477,0.882270822844354,0.456151605562624,0.462577173871005,0.481384740122083,0.483611977298903,0.486339977253133,0.495765565347686,0.52033962438037,0.513577306089589,0.476222469646821,0.346103883276842,0.358559498433765,0.383777107037809,0.395030000549131,0.401854288457674,0.418177330346286,0.468208932381845,0.482483239716538,0.480885405968076,1,0.990319413428674,0.978755325950103,0.96783641676652,0.959569051017855,0.939295319295534,0.859408019191408,0.797080674113593,0.372262522033973,0.976182976626996,0.959672073287037,0.941774897294705,0.926220302770717,0.915235934286469,0.889980647490651,0.803435938493304,0.745171864306726,0.361043293176419,0.587282127420437,0.523737301218055,0.463692987066977,0.404160293387506,0.383578964017516,0.329642541296309,0.175808706674065,0.141432129597756,0.0808394514490865,0.465063303104433,0.419187192713882,0.377164565241453,0.330947498733387,0.317764555093772,0.284757280280824,0.170825082140797,0.140523942246068,0.0809398204698741,0.968869211790803,0.97105810223652,0.971726068360858,0.970910899921839,0.966182490065464,0.956858617824303,0.940112621522459,0.907542051021341,0.851653448557964,0.505104061833147,0.502009160888323,0.511896866480959,0.511568360394934,0.501048775412594,0.500226638838237,0.496347734027174,0.500172114747729,0.505365878211999
"pcnt.wethours.over.5mm",0.522560644954006,-0.351017394434048,-0.0639914602235539,0.202088112263681,0.220574122055578,0.232924132475584,0.262024379070706,-0.194189824988076,-0.0433559921196425,0.410908236742927,-0.379554555183739,-0.420998172782403,0.52300116714481,0.79987980571462,0.932918535340135,0.775319033900579,0.885491665885166,0.447581393900302,0.458225004559089,0.477229001154801,0.479468733052554,0.481669134477709,0.491141303601557,0.516743047174745,0.509263528643425,0.472265285637909,0.336059959110307,0.354059968302331,0.379705924650252,0.391222804158026,0.39715668522618,0.412561845372463,0.463169154896249,0.4769380293686,0.475921718602525,0.990319413428674,1,0.989022931267505,0.977868618626192,0.969791640748023,0.95091534828288,0.871494966060546,0.803501165919956,0.378282161384184,0.977681068200592,0.977380249476394,0.959639411547833,0.943396241889935,0.932376413730819,0.907285825423406,0.818460369208647,0.753910901665639,0.367468248209972,0.598271333123659,0.541927693880914,0.480730938143522,0.421220574588212,0.399470461304809,0.346826758463531,0.184713029094708,0.147634864008215,0.0842347296130021,0.474235519192423,0.439282788750994,0.394853527053729,0.349116961977071,0.334256929825454,0.302655884934398,0.179771205986807,0.146756974968364,0.0843337374771007,0.963575686006321,0.967647036357591,0.969956798470639,0.969438558064124,0.966672049424433,0.960997008723023,0.948021092729837,0.92037801420097,0.865873043728764,0.501718724979338,0.499291413787715,0.509883429568574,0.510286089657593,0.500482567751785,0.499823836735612,0.495867808630624,0.499614416252845,0.504982352334095
"pcnt.wethours.over.5.5mm",0.5245227443537,-0.353278656304188,-0.0568263395702084,0.210330590772902,0.229378336789277,0.2418353801431,0.271524862729594,-0.193999701807586,-0.038933476323476,0.412124238477957,-0.38095601489777,-0.414051592571416,0.521618989683143,0.800601222383499,0.935185504188301,0.778858901912554,0.887644849544101,0.444391335811894,0.454782537699428,0.475020319237888,0.477626301506347,0.480137093486181,0.488513880649959,0.516443678057036,0.509826273690916,0.470179585785955,0.332624223796839,0.350965301067103,0.379158459529679,0.391393527235329,0.397409005115774,0.411534723059054,0.462588287675866,0.477849670131133,0.475421503035304,0.978755325950103,0.989022931267505,1,0.989486306174864,0.982152272914009,0.963117381445363,0.884180299484356,0.814667434918321,0.383078885482696,0.975757672454438,0.977097225798152,0.97783255113129,0.961391892550652,0.950822402644487,0.925175175246492,0.834208903249946,0.767393534609322,0.372510614345676,0.606845859707616,0.552084974252565,0.498162983214873,0.437548972253016,0.414735531523832,0.357532422803499,0.19624171462353,0.157176632007936,0.0861230872010719,0.479914556577686,0.445932269378168,0.412543173786592,0.365396053592588,0.349724604283517,0.31347792137976,0.191290449782487,0.156314869830937,0.0862169760760558,0.958037935791501,0.96198353886559,0.965629427943657,0.96620827988254,0.965079966991372,0.962688820907674,0.952733079395932,0.931258175943336,0.881784410748836,0.503169460287918,0.499298906630685,0.509792588822656,0.509881458984928,0.500056439997256,0.499398069839628,0.495031590003401,0.498917901535671,0.504716538254843
"pcnt.wethours.over.6mm",0.522816629909783,-0.34956466447559,-0.0531155795208108,0.216607034675627,0.234981674714093,0.247185470954701,0.27617645359469,-0.193157393642139,-0.0380792464943942,0.410474014656507,-0.37913647584036,-0.413618132660789,0.515731017528194,0.806950176319899,0.93739584365597,0.777232459416437,0.886401291022013,0.437342876717742,0.446267310718771,0.465154141446577,0.469696290583271,0.471421962677492,0.480530969803656,0.510987540401252,0.504843782777048,0.468674176902629,0.324301882154898,0.340785367153265,0.367326185296925,0.381851107650225,0.386761418986052,0.401558464396384,0.453752897106293,0.469847981302302,0.472715269439285,0.96783641676652,0.977868618626192,0.989486306174864,1,0.99282662819072,0.9737956869712,0.893247331605453,0.8237651353615,0.386961605884938,0.973220510729025,0.975232817210755,0.977272956132465,0.978279913824508,0.967787645955809,0.941334584487512,0.846547023723027,0.778608896559529,0.376659333911087,0.625910417752716,0.568264390167634,0.511452172803221,0.455309712491317,0.432405996956497,0.370941314003847,0.207270643741702,0.166351473234773,0.0879085327622479,0.498857983572674,0.461793324885227,0.425989594418616,0.384969557077281,0.369023214534003,0.328108202380213,0.202585880659011,0.16570181687862,0.0880037666794795,0.951911616228034,0.956189417298275,0.960177127938724,0.961696462123523,0.962296924700733,0.961947920088932,0.955179758615245,0.937761912672314,0.893342224227174,0.499871306730703,0.496166069864567,0.507277392138347,0.507571515998411,0.497680706373283,0.49650604888414,0.493014740230412,0.497766998419077,0.503154770173923
"pcnt.wethours.over.0.25in",0.524301099571595,-0.35260427688367,-0.0454429601694693,0.222615990070693,0.241197907682285,0.253488585292677,0.282662199361002,-0.196384048662102,-0.038518658014265,0.412411650297829,-0.381137659815439,-0.408128972914301,0.516580974745018,0.804895455799181,0.935839755535713,0.777888016274278,0.884796006292679,0.435793272580243,0.444952481327064,0.463275176754111,0.468359509235307,0.470787174905109,0.480050309503625,0.511250133694596,0.506023638556756,0.471017935226422,0.32138975900535,0.337718648508709,0.363948288225146,0.37943297622134,0.384995930702386,0.399793792767842,0.452861043553885,0.469918714583572,0.474289842490456,0.959569051017855,0.969791640748023,0.982152272914009,0.99282662819072,1,0.980589582793206,0.899028387111189,0.827805230323756,0.391883585019953,0.969603042592414,0.972131364133735,0.975608360032615,0.977257517534491,0.978681041996474,0.951433782653877,0.854289890094129,0.783984636422176,0.381683103165061,0.631616954956299,0.575061641834968,0.519967512441177,0.465096450903189,0.445470240841484,0.382649673492056,0.211884639043222,0.168973160564755,0.0888198119752244,0.50500576463437,0.468565347004664,0.434272314620314,0.39471023969421,0.383692323995285,0.3407394633845,0.207169234596196,0.168237679683814,0.0889198727624571,0.945360707941339,0.949489939206445,0.954363167160478,0.956846323180289,0.958268250467693,0.959187557733995,0.954263892361155,0.940096429121894,0.898783813475441,0.501184545934254,0.497226656897786,0.508140484495184,0.508304893425589,0.498947820266711,0.498364287531432,0.494377109016751,0.499118874010231,0.505142397678149
"pcnt.wethours.over.7mm",0.522127113689641,-0.351460480118018,-0.0400959714621762,0.229190423873204,0.247668191779217,0.260157594576613,0.29000710395713,-0.193784779500218,-0.0347094708548257,0.409287641613355,-0.376662596097236,-0.402949700358399,0.512121218838154,0.804848319955399,0.935314577924169,0.776062336559207,0.883806121815004,0.432605610607096,0.44070926609219,0.458166940917901,0.462828000412477,0.464845570811417,0.477303475801156,0.505809695920296,0.50030079303449,0.468134859441604,0.317421580066331,0.332424673675519,0.358107490283043,0.372428430011608,0.377628216649138,0.395496667221418,0.446319457855317,0.463195134364193,0.470492739147271,0.939295319295534,0.95091534828288,0.963117381445363,0.9737956869712,0.980589582793206,1,0.918106548443276,0.842216306681718,0.400356267714954,0.960691280595233,0.965511540219888,0.970224566740735,0.973181897599878,0.975322898828491,0.980761872110526,0.879593542332814,0.802687520190167,0.39066573644955,0.644187704864698,0.589028319066554,0.533366645512152,0.476401922927167,0.454952006075471,0.405946199622228,0.228636808691235,0.17912796161007,0.0941200006416495,0.512610511490622,0.478341805487304,0.44348239723647,0.402158268665829,0.390275483197222,0.364710160660672,0.22396011264322,0.17817537631866,0.0941835644975919,0.930041447637719,0.93617667756969,0.943266494845462,0.947075836303623,0.950243110113486,0.953947190913508,0.952269046624416,0.945370071576644,0.915659371311986,0.497087516491619,0.494098805668909,0.504756899565493,0.505382851240163,0.496722569144175,0.496220925493508,0.491844078062639,0.496022094678738,0.501674040562957
"pcnt.wethours.over.10mm",0.523927773673799,-0.364918749340651,0.00896410664700084,0.231212734022959,0.253225425718438,0.268190425773015,0.302907615561968,-0.205242391585635,-0.0383103860962704,0.407616595189114,-0.380203947276586,-0.347311310550865,0.508168949375824,0.766475108372605,0.906758515600163,0.765239897678789,0.860953600677528,0.422679732967711,0.43374759813811,0.454597732936769,0.461528201550601,0.46314221588108,0.471307318546039,0.498661412291169,0.495792322725199,0.462972805510685,0.308265192309793,0.326360201514258,0.352659501581917,0.370441218143155,0.376162020016671,0.389916129054292,0.438842144191726,0.459498461326816,0.46384863567542,0.859408019191408,0.871494966060546,0.884180299484356,0.893247331605453,0.899028387111189,0.918106548443276,1,0.913017608500842,0.42158509165557,0.905283118208656,0.91287801478567,0.921822897026119,0.926661865416586,0.929353926363731,0.939799202236556,0.984971703518586,0.888412537387514,0.412810911602616,0.660179967607956,0.613639366227711,0.562567059936794,0.50428610610545,0.480142625611723,0.436155111457421,0.305092584563123,0.232305129124981,0.113644958323377,0.526321095350602,0.501121732036563,0.468249971833565,0.423130657691358,0.408986782884583,0.389079800100369,0.301671388875852,0.232000156480882,0.113696727575215,0.865062488291073,0.873236819137616,0.883479269781018,0.888789617759989,0.89572196325165,0.903308015263972,0.912501369271907,0.927215214140982,0.93230534820018,0.497714152221994,0.489916375154259,0.499561290350087,0.502216259968812,0.494446007283504,0.49591124846827,0.493026027518069,0.499967098682566,0.50457495254213
"pcnt.wethours.over.0.5in",0.497456117428824,-0.340367801176231,0.00245175689468585,0.221230286127568,0.243227748946211,0.257893270083354,0.288973893956941,-0.178815776259984,-0.0176575531002327,0.380409998942322,-0.352262000390681,-0.32757938644105,0.484448067263554,0.730086523792242,0.86325200178409,0.730203921761001,0.815906559878138,0.404597324547756,0.410446994140838,0.429117065545016,0.433042736891056,0.436292843035273,0.44748993516255,0.473796520101294,0.472745608218479,0.452606519041618,0.287475259175116,0.300271551941016,0.323404419377983,0.336728109704336,0.343444606579277,0.360749148133134,0.408004174966324,0.429226933623086,0.446964322874179,0.797080674113593,0.803501165919956,0.814667434918321,0.8237651353615,0.827805230323756,0.842216306681718,0.913017608500842,1,0.456422870955575,0.848900250689419,0.853320426463883,0.861954896441459,0.868248461151574,0.870667701594856,0.878947949289543,0.927495970974889,0.988276144608119,0.448376432781938,0.652697988949551,0.605113778483617,0.559331927804101,0.501127943855521,0.475964287974179,0.42927806456482,0.301797224660571,0.284905850764613,0.133581368833539,0.520249256447867,0.489071669409128,0.460382535993357,0.416937272281766,0.400681102980237,0.376344265970023,0.295872654657761,0.285047121748678,0.133628351869261,0.812154925345315,0.822264518190819,0.83151778242189,0.836934757753092,0.843798689357002,0.850791816972331,0.863762312394615,0.879131056452065,0.904490964323951,0.479689135360694,0.476031887339471,0.48739464561447,0.492288728069544,0.485758998157637,0.484913699385857,0.481996904832046,0.484138890551469,0.485356542803367
